author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@leonbroekx,Wij zijn tegen Ajax. Dus wij gaan het nooit goed doen omdat jij dat wil.,2024-12-22 16:09:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/DANNYonPC/status/1870862100689764793#m,@DANNYonPC,"Een keertje hoopte ik dat jullie het goed zouden doen (want dat is beter voor Ajax)

En toch stellen jullie me weer teleur.",M046_Feyenoord,@Feyenoord
@DANNYonPC,"Je zou denken, je zou het doen omdat je eigen club balangerijker is dan de haat tegen de ander",2024-12-22 16:10:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/DANNYonPC/status/1870862100689764793#m,@DANNYonPC,"Een keertje hoopte ik dat jullie het goed zouden doen (want dat is beter voor Ajax)

En toch stellen jullie me weer teleur.",M046_Feyenoord,@Feyenoord
@AndyMarek99,"De 2-0 en 3-0 waren houdbare ballen, #WELLENREUTHERnr1 heeft moeilijkere ballen eruit staan houden in de CL!",2024-12-22 20:04:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/Gandalf1908/status/1870854838780850547#m,@Gandalf1908,"Off day?? Overklast op iedere linie. Iedereen speelde ondermaats. Dit was om je ogen de kop uit te schamen. Fanboy op doel omdat anders een deel van het legioen uit zn vel springt gaan we toch niet mee door hoop ik?
Timber stuurloos als captain. Wtf?!",M046_Feyenoord,@Feyenoord
@ChrisvanTheike,"Te Kloese mag zich ook weleens achter zijn oren krabben. Op Hwang na, is geen enkele aankoop een directe versterking",2024-12-22 15:38:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/11celine/status/1870854772582191463#m,@11celine,Off-day of gewoon niet goed neergezet en geen plan… 🤔,M046_Feyenoord,@Feyenoord
@Hans_6819,Dat mogen we hopen. 🙏,2024-12-22 15:57:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/HerrCaleun/status/1870856350781321300#m,@HerrCaleun,1 ding scheelt. We hoeven niet bang te zijn dat er spelers verkocht worden in de winterstop.,M046_Feyenoord,@Feyenoord
@AndyMarek99,"Komt als een #boemerang terug...

Tot in De Kuip, mooiste stadion van Nederland!",2024-12-24 05:20:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/MvBammel/status/1870874052837220544#m,@MvBammel,Houdoe en bedankt.,M046_Feyenoord,@Feyenoord
@MvBammel,"Mooi? Nee, authentiek.
De Kuip heeft niks moois aan zich.",2024-12-24 05:26:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/MvBammel/status/1870874052837220544#m,@MvBammel,Houdoe en bedankt.,M046_Feyenoord,@Feyenoord
@RoadrunnersOut,"Priske 1e Feyenoord trainer in hoelang die overwintert in de CL?

Slot had ook moeite met PSV in de Eredivisie trouwens",2024-12-22 15:31:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/jaimiefr_/status/1870854495435153570#m,@jaimiefr_,Geweldige 1ste seizoenshelft! Priske opdonderen 👋🏼,M046_Feyenoord,@Feyenoord
@jaimiefr_,"CL is leuk voor erbij, gaat erom dat je minimaal 2e wordt. Gewoon een dramatische 1ste seizoenshelft.",2024-12-22 15:32:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/jaimiefr_/status/1870854495435153570#m,@jaimiefr_,Geweldige 1ste seizoenshelft! Priske opdonderen 👋🏼,M046_Feyenoord,@Feyenoord
@LunareclipseTTV,Dtk ook,2024-12-22 15:36:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/jaimiefr_/status/1870854495435153570#m,@jaimiefr_,Geweldige 1ste seizoenshelft! Priske opdonderen 👋🏼,M046_Feyenoord,@Feyenoord
@steenis5,"En neem Timber mee
Die voetbalt voor zich zelf en heeft absoluut geen Feyenoord hart",2024-12-22 16:31:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/jaimiefr_/status/1870854495435153570#m,@jaimiefr_,Geweldige 1ste seizoenshelft! Priske opdonderen 👋🏼,M046_Feyenoord,@Feyenoord
@WilfridMichal2,Begin met Timber,2024-12-22 15:41:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/jaimiefr_/status/1870854495435153570#m,@jaimiefr_,Geweldige 1ste seizoenshelft! Priske opdonderen 👋🏼,M046_Feyenoord,@Feyenoord
@diegosv6910,"Maak je geen zorgen, speel over een paar weken nog een keer tegen Fly Eagles Fly en scoor opnieuw. vraag hem gewoon niet om tegen goede teams te scoren. Ik zou nooit zoals Henry Martin kunnen zijn.",2024-12-22 15:47:00+00:00,3,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/Futbro11/status/1870854613911638218#m,@Futbro11,verdwijnt zoals altijd,M046_Feyenoord,@Feyenoord
@Futbro11,"ja ik heb gehoord van Henry Martin, Tricampeon en ziet er eigenlijk beter uit als hij voor Mexico speelt, in tegenstelling tot de geest Santi",2024-12-22 16:07:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/Futbro11/status/1870854613911638218#m,@Futbro11,verdwijnt zoals altijd,M046_Feyenoord,@Feyenoord
@lanooplatina,"Dan heb jij een andere wedstrijd gekeken, schoot 2 keer tegen de lat, had gewoon geen geluk vandaag",2024-12-22 15:53:00+00:00,1,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/Futbro11/status/1870854613911638218#m,@Futbro11,verdwijnt zoals altijd,M046_Feyenoord,@Feyenoord
@Jared7w7r,"Llegó el mojado, anda ver a tu soccer mejor",2024-12-22 16:54:00+00:00,0,https://nitter.net/Feyenoord/status/1870854344712884665,https://nitter.net/Futbro11/status/1870854613911638218#m,@Futbro11,verdwijnt zoals altijd,M046_Feyenoord,@Feyenoord
@lader24,Moest allang die CL potten hebben hem gered,2024-12-22 14:57:00+00:00,0,https://nitter.net/Feyenoord/status/1870846028683075930,https://nitter.net/SPRPP010/status/1870846101089366068#m,@SPRPP010,,M046_Feyenoord,@Feyenoord
@CornelisTromme1,Graag DtK mee met hem. Gewoon 5 back tegen PisVee. Anders kun je net zo goed deur openzetten.,2024-12-22 15:04:00+00:00,0,https://nitter.net/Feyenoord/status/1870846028683075930,https://nitter.net/SPRPP010/status/1870846101089366068#m,@SPRPP010,,M046_Feyenoord,@Feyenoord
@BikFrans,Duidelijker dan na vandaag is het niet......#PriskeOut,2024-12-22 15:51:00+00:00,0,https://nitter.net/Feyenoord/status/1870846028683075930,https://nitter.net/SPRPP010/status/1870846101089366068#m,@SPRPP010,,M046_Feyenoord,@Feyenoord
@kvaldir,"En dan wissel je, haal je de enige speler eruit die een paar goede voorzetten heeft gegeven. 😂",2024-12-22 15:00:00+00:00,1,https://nitter.net/Feyenoord/status/1870846028683075930,https://nitter.net/jaimiefr_/status/1870846178134495661#m,@jaimiefr_,Priske opdonderen. 0x wisselen 👋🏼👋🏼,M046_Feyenoord,@Feyenoord
@jaimiefr_,"Heb hem lang verdedigd, maar is een tactische onbenul 🤡",2024-12-22 15:02:00+00:00,0,https://nitter.net/Feyenoord/status/1870846028683075930,https://nitter.net/jaimiefr_/status/1870846178134495661#m,@jaimiefr_,Priske opdonderen. 0x wisselen 👋🏼👋🏼,M046_Feyenoord,@Feyenoord
