author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@RuZFCT,"Probleem is geen probleem, maar het volle Europese programma.  En ja er vallen mensen tegen, maar zijn ook mensen opgestaan. 6e plek zo dicht achter nr 2, is prima. Had er meer ingezeten? Ja, maar met zo'n programma is dit gewoon prima. Fijne kerst allemaal en tot januari.",2024-12-22 09:46:00+00:00,1,https://nitter.net/fctwente/status/1870595603442581673,https://nitter.net/RDVRontour/status/1870741902355820848#m,@RDVRontour,We dwingen al maanden niks af. Benoem het probleem en doe er wat aan met elkaar. Als de staf en TD hier tevreden mee is tonen we helaas te weinig ambitie.,M045_fctwente,@fctwente
@JJJ_Visser,"En wat dan wel niet? Ik zag een FC Twente dat volledig vast werd gezet door een zeer actief AZ. Ster Steijn is geen moment in de wedstrijd geweest, laat staan de overige spelers",2024-12-22 08:16:00+00:00,0,https://nitter.net/fctwente/status/1870573550442283225,https://nitter.net/melanieduits/status/1870573871675445649#m,@melanieduits,Balen en het was helaas niet echt zuiver allemaal..,M045_fctwente,@fctwente
@vamoosie,kut,2024-12-22 01:03:00+00:00,0,https://nitter.net/fctwente/status/1870573550442283225,https://nitter.net/LW072/status/1870580983130660972#m,@LW072,,M045_fctwente,@fctwente
@james_thm1,They dey your ticket abi,2024-12-21 21:08:00+00:00,0,https://nitter.net/fctwente/status/1870573550442283225,https://nitter.net/LutfiNurud17939/status/1870574373121437804#m,@LutfiNurud17939,Stupid team even a goal sef you guys can't score😏😔😭,M045_fctwente,@fctwente
@vlierhaar,Breum is erg goed inderdaad,2024-12-21 21:22:00+00:00,0,https://nitter.net/fctwente/status/1870573550442283225,https://nitter.net/j_ayj_ay/status/1870575138363810241#m,@j_ayj_ay,"Antman of Breum halen van Go Ahead, die weten de spits iig wel te vinden",M045_fctwente,@fctwente
@teun4601,Shut up stupid indonesia pig,2024-12-21 22:04:00+00:00,0,https://nitter.net/fctwente/status/1870571613156159843,https://nitter.net/JS7_Official/status/1870572196466413580#m,@JS7_Official,"It was not great defensive work.  It was delay that allow AZ to clear.  When the team cannot even pass properly, why adopt a passing style?",M045_fctwente,@fctwente
@honestmarcel38,Klopt maar ze komen voetballend ook behoorlijk tekort hoor! Hangt allemaal van toevalligheden aan elkaar bij Twente. Deze ploeg speelt op deze manier niet bij de eerste vijf hoor!,2024-12-21 20:12:00+00:00,0,https://nitter.net/fctwente/status/1870561382116335832,https://nitter.net/GeraldWichers/status/1870561856030744898#m,@GeraldWichers,"ik mis Gif in dit elftal,het is telief",M045_fctwente,@fctwente
@BijenJohn,"Dat is ook vaak het verschil met thuiswedstrijden, dan durven sommige spelers iets meer.",2024-12-21 20:20:00+00:00,0,https://nitter.net/fctwente/status/1870561382116335832,https://nitter.net/GeraldWichers/status/1870561856030744898#m,@GeraldWichers,"ik mis Gif in dit elftal,het is telief",M045_fctwente,@fctwente
@kitmaster71,De laatste 10 minuten herpakken ze zich zeer behoorlijk. Tweede helft doorzetten en iets nauwkeuriger in de laatste pass.,2024-12-21 19:52:00+00:00,1,https://nitter.net/fctwente/status/1870556753634488595,https://nitter.net/thysholdyk/status/1870557097701855584#m,@thysholdyk,Mag wel wat gebeuren. Hou je niet nog 45 minuten vol dit.,M045_fctwente,@fctwente
@thysholdyk,Ah ben dus niet de enige die dat vind. T kan nog lukken verdedigend staat het redelijk. Af en toe wel een hartaanval hoor.,2024-12-21 19:56:00+00:00,0,https://nitter.net/fctwente/status/1870556753634488595,https://nitter.net/thysholdyk/status/1870557097701855584#m,@thysholdyk,Mag wel wat gebeuren. Hou je niet nog 45 minuten vol dit.,M045_fctwente,@fctwente
